review_user,review_rate,review_time,review_text
Danzel Bacaycay,5 stars,a year ago,N/A
Eli Oriendo,5 stars,5 years ago,N/A
NaveenKumar Sengottaiyan,5 stars,5 years ago,N/A
Bernardo Arellano III,4 stars,5 years ago,N/A
Jms,4 stars,5 years ago,N/A
Ryu Kimura,5 stars,5 years ago,N/A
Jobel John Labang,4 stars,5 years ago,N/A
Erika Phoebes Manlangit (erikaphoebes12),5 stars,5 years ago,N/A
Mack Lee,4 stars,4 years ago,N/A
Hotaru Jinjin,5 stars,4 years ago,N/A
Scarlett Fuentes,3 stars,5 years ago,N/A
Jasper Janea,3 stars,5 years ago,N/A
Krislyn Kuan,5 stars,3 years ago,N/A
Mary Lor Manguilimotan,5 stars,5 years ago,N/A
J Isle Santillan,4 stars,4 years ago,N/A
Lina Andrei,5 stars,5 years ago,N/A
zxc1 zxc2,5 stars,4 years ago,N/A
Shad Roi de la Cruz,5 stars,6 years ago,N/A
Jessie Kris Gresunes,3 stars,4 years ago,N/A
Ivan Rodger Apos,3 stars,5 years ago,N/A
Angelica dela Peña,5 stars,4 years ago,N/A
Ruben Licera,5 stars,6 years ago,N/A
Mark Kevin Gotico,3 stars,5 years ago,N/A
Rodel John Chin,5 stars,11 months ago,N/A
Cynelle Ann Senturias,5 stars,4 years ago,N/A
Sakhumuzi Asante Nkala,5 stars,4 years ago,N/A
John Ezekiel Miclat,5 stars,5 years ago,N/A
Diana Tan,5 stars,3 years ago,N/A
angelica morales,3 stars,5 years ago,N/A
Jonathan Lansangan,3 stars,2 years ago,N/A
MrGunrave,3 stars,5 years ago,N/A
Begil Raboy,5 stars,4 years ago,N/A
Lawrenz Valentin,5 stars,4 years ago,N/A
Gadd dela Rosa,5 stars,a year ago,N/A
Lawrence Valentin,5 stars,4 years ago,N/A
Kyler Ybiernas,5 stars,4 years ago,N/A
